(0,29)	2.4
(0,34)	9.5
(0,60)	6.833333333333333
(0,64)	13.0
(0,72)	2.8333333333333335
(0,83)	13.833333333333334
(0,107)	15.5
(1,48)	45.0
(1,50)	10.0
(1,55)	11.066666666666668
(1,61)	18.85
(1,62)	15.5
(1,63)	9.0
(1,67)	5.5
(1,71)	18.0
(1,75)	34.0
(1,92)	52.5
(1,103)	17.5
(2,26)	3.0
(2,38)	12.5
(2,40)	7.0
(2,45)	6.5
(2,47)	11.0
(2,58)	4.5
(2,62)	5.3
(2,64)	33.0
(2,65)	9.5
(2,67)	9.0
(2,109)	5.0
(3,0)	0.9166666666666666
(3,43)	6.5
(3,44)	13.5
(3,47)	13.7
(3,49)	13.1
(3,61)	11.0
(3,91)	7.0
(4,2)	1.9760000000000002
(4,35)	9.5
(4,48)	10.0
(4,59)	6.5
(4,67)	7.5
(4,68)	10.5
(4,69)	10.5
(4,71)	8.0
(4,95)	8.25
(5,18)	14.88
(5,51)	33.5
(5,52)	7.0
(5,53)	8.0
(5,54)	11.55
(5,58)	15.0
(5,60)	3.125
(5,65)	9.0
(5,92)	11.0
(5,93)	37.0
(6,19)	8.25
(6,35)	10.0
(6,38)	17.0
(6,72)	5.0
(6,81)	18.6
(6,97)	57.3
(7,9)	80.0
(7,12)	2.75
(7,27)	14.0
(7,59)	25.8
(7,64)	6.75
(7,90)	18.05
(8,25)	7.5
(8,27)	2.5
(8,35)	16.5
(8,59)	22.1
(8,73)	8.5
(8,88)	15.81
(9,8)	3.5
(9,12)	48.0
(9,16)	70.0
(9,19)	105.5
(9,21)	7.58
(9,24)	22.7
(9,30)	5.0
(9,31)	11.3
(9,36)	11.0
(9,46)	8.26
(9,66)	16.7
(9,71)	30.5
(9,106)	39.3
(10,13)	2.976
(10,14)	40.556666666666665
(10,15)	3.25
(10,19)	35.873333333333335
(10,20)	5.0
(10,24)	8.3
(10,36)	11.12
(10,46)	5.75
(10,63)	4.5
(11,1)	9.0
(11,9)	20.15
(11,10)	3.85
(11,12)	4.6
(11,17)	4.5
(11,18)	17.01
(11,36)	12.5
(11,46)	1.7
(11,59)	1.7222222222222223
(11,60)	10.566666666666666
(11,61)	7.25
(11,65)	7.0
(11,76)	37.1
(12,3)	5.0
(12,5)	10.0
(12,9)	13.0
(12,12)	18.75
(12,14)	17.38
(12,31)	12.38
(12,52)	1.7
(12,103)	16.1
(13,6)	9.5
(13,7)	75.0
(13,8)	15.333333333333334
(13,9)	7.5
(13,10)	3.1
(13,13)	12.766666666666666
(13,15)	50.0
(13,16)	2.9
(13,33)	6.5
(13,54)	12.58
(13,59)	1.5
(13,61)	12.6
(13,62)	16.75
(13,78)	11.9
(14,2)	2.0
(14,4)	15.75
(14,7)	7.1
(14,10)	17.0
(14,12)	7.0
(14,13)	2.6666666666666665
(14,16)	62.8
(14,24)	18.900000000000002
(14,32)	11.25
(14,47)	5.75
(14,48)	4.75
(14,55)	1.4
(14,56)	1.0
(14,58)	9.25
(14,59)	10.0
(14,62)	5.0
(14,66)	5.05625
(14,78)	7.0
(14,82)	5.0
(14,94)	9.5
(15,4)	12.5
(15,5)	6.5
(15,6)	15.5
(15,7)	35.9
(15,8)	9.5
(15,11)	2.5
(15,13)	8.0
(15,14)	9.0
(15,18)	38.19
(15,19)	4.033333333333333
(15,26)	10.45
(15,27)	30.0
(15,31)	7.0
(15,46)	9.0
(15,49)	7.0
(15,50)	7.5
(15,51)	72.65
(15,55)	3.875
(15,60)	13.0
(15,73)	7.1
(15,92)	31.45
(15,93)	48.5
(16,0)	3.5
(16,3)	15.0
(16,4)	21.43333333333333
(16,5)	10.333333333333334
(16,6)	49.8
(16,8)	15.5
(16,9)	6.5
(16,10)	8.0
(16,12)	13.1
(16,15)	1.6
(16,17)	6.5
(16,23)	101.1
(16,24)	7.15
(16,25)	91.1
(16,28)	11.75
(16,29)	20.5
(16,39)	8.0
(16,41)	6.5
(16,44)	29.58666666666667
(16,48)	4.75
(16,49)	9.833333333333334
(16,50)	38.25
(16,51)	28.040000000000003
(16,52)	8.5
(16,53)	16.0
(16,54)	11.0
(16,55)	43.5
(16,61)	6.0
(16,63)	1.7
(16,65)	34.0
(16,66)	2.1
(16,68)	12.0
(16,71)	11.5
(16,79)	97.1
(16,88)	7.1
(16,102)	7.0
(17,3)	10.625
(17,4)	4.5
(17,7)	9.5
(17,11)	11.608333333333334
(17,16)	98.0
(17,21)	2.888888888888889
(17,29)	2.7777777777777777
(17,30)	105.6
(17,31)	30.55
(17,47)	7.5
(17,48)	4.5
(17,49)	4.6
(17,50)	5.5
(17,52)	12.307142857142859
(17,53)	18.21333333333333
(17,54)	3.0833333333333335
(17,55)	11.922222222222222
(17,56)	16.865000000000002
(17,57)	18.928571428571427
(17,58)	13.56590909090909
(17,59)	4.372549019607843
(17,61)	6.5
(17,62)	3.0
(17,64)	7.5
(17,69)	7.459999999999999
(17,81)	8.75
(17,83)	9.0
(17,87)	11.5
(17,109)	57.3
(18,3)	37.38
(18,5)	153.8
(18,6)	37.7
(18,9)	11.0
(18,13)	10.5
(18,20)	4.75
(18,22)	8.75
(18,23)	16.7
(18,24)	76.1
(18,28)	10.0
(18,29)	8.0
(18,33)	80.78
(18,40)	18.25
(18,43)	8.9
(18,49)	14.0
(18,51)	4.75
(18,52)	5.583333333333333
(18,53)	44.741
(18,54)	12.4
(18,55)	5.233333333333333
(18,56)	12.751525423728816
(18,57)	10.966756756756759
(18,58)	10.66304347826087
(18,59)	8.652380952380952
(18,60)	10.384411764705883
(18,61)	6.1
(18,62)	8.25
(18,63)	18.642857142857142
(18,64)	19.752000000000002
(18,65)	56.0
(18,67)	10.0
(18,68)	4.8
(18,82)	28.3
(18,83)	7.0
(18,92)	9.25
(18,109)	17.5
(19,3)	10.8
(19,4)	166.66666666666666
(19,5)	12.25
(19,9)	6.5
(19,13)	15.0
(19,14)	11.75
(19,15)	12.3
(19,16)	10.602918287937744
(19,17)	10.970105263157894
(19,20)	54.39333333333334
(19,23)	1.6
(19,26)	9.7
(19,28)	0.7
(19,29)	18.75
(19,30)	7.0
(19,31)	22.5
(19,32)	4.2
(19,34)	11.5
(19,35)	1.1
(19,36)	6.5
(19,40)	15.0
(19,48)	4.0200000000000005
(19,50)	8.0
(19,51)	17.333333333333332
(19,52)	4.125
(19,53)	89.5
(19,55)	3.0
(19,56)	18.53529411764706
(19,57)	7.262288135593219
(19,58)	12.478823529411766
(19,59)	27.186896551724136
(19,60)	21.5
(19,61)	12.728571428571428
(19,62)	13.375
(19,63)	18.66
(19,64)	11.5
(19,65)	23.5
(19,66)	27.5
(19,68)	11.9
(19,79)	57.3
(19,80)	26.0
(19,83)	7.75
(19,88)	88.75
(19,89)	74.025
(19,93)	57.3
(19,107)	86.66666666666667
(20,4)	58.125
(20,8)	8.3
(20,11)	1.4
(20,12)	2.5
(20,14)	17.8
(20,15)	6.5
(20,18)	12.766666666666666
(20,22)	6.0
(20,26)	15.5
(20,29)	44.06
(20,31)	91.25
(20,32)	4.825
(20,34)	6.5
(20,37)	1.5833333333333333
(20,45)	13.2
(20,46)	14.4
(20,48)	6.6
(20,49)	14.37
(20,50)	18.75
(20,51)	40.723
(20,52)	17.833333333333332
(20,53)	16.75
(20,54)	3.0
(20,55)	22.774285714285718
(20,56)	16.173684210526318
(20,57)	10.648255813953485
(20,58)	13.632857142857144
(20,59)	6.4
(20,60)	12.364189189189187
(20,61)	5.0
(20,62)	15.414285714285715
(20,63)	5.9375
(20,68)	5.653846153846154
(20,69)	2.5625
(20,70)	62.9
(20,73)	3.9625
(20,74)	13.1
(20,81)	64.3
(20,84)	18.5
(20,86)	3.5
(20,89)	6.5
(20,90)	11.0
(20,91)	15.5
(20,92)	25.025
(20,93)	10.0
(20,97)	8.5
(20,101)	60.0
(20,108)	12.0
(21,5)	20.5
(21,6)	12.5
(21,9)	17.27
(21,14)	8.0
(21,16)	9.5
(21,17)	61.3
(21,18)	11.5
(21,21)	23.9
(21,22)	35.0
(21,23)	9.125
(21,25)	5.5
(21,27)	7.7
(21,28)	23.55
(21,30)	72.0
(21,31)	33.8
(21,32)	13.5
(21,33)	22.5
(21,34)	25.366666666666664
(21,35)	20.5
(21,37)	25.333333333333332
(21,40)	4.2
(21,48)	67.7
(21,49)	12.957142857142857
(21,50)	6.728666666666667
(21,51)	15.37142857142857
(21,52)	26.416666666666668
(21,53)	16.175
(21,54)	13.062857142857142
(21,55)	11.65
(21,56)	12.715789473684211
(21,57)	7.797297297297297
(21,58)	8.544827586206896
(21,59)	8.497619047619047
(21,60)	19.833333333333332
(21,61)	36.25
(21,62)	10.0
(21,63)	17.55
(21,66)	16.1
(21,68)	3.6666666666666665
(21,69)	11.3
(21,71)	3.4299999999999997
(21,72)	13.0
(21,74)	3.75
(21,77)	11.05
(21,82)	33.85
(21,83)	8.25
(21,85)	8.75
(21,92)	5.0
(21,93)	12.833333333333334
(21,97)	15.333333333333334
(21,99)	14.5
(21,100)	23.9
(21,102)	2.0
(22,2)	27.5
(22,4)	3.5
(22,15)	1.9760000000000002
